<<<<<<< HEAD
animal id,first date,last date,first center,first not center,first nan,first norm center,first norm not center,first nose,first head,last center,last not center,last nan,last norm center,last norm not center,last nose,last head
EB016,032824,032824,9.21,72.23,18.56,11.308939096267192,88.69106090373282,0.18562032108702237,0.09861958544290103,9.21,72.23,18.56,11.308939096267192,88.69106090373282,0.18562032108702237,0.09861958544290103
EB012,032824,032824,11.98,78.29,9.73,13.271297219452752,86.72870278054724,0.09732958538299367,0.11966934201279728,11.98,78.29,9.73,13.271297219452752,86.72870278054724,0.09732958538299367,0.11966934201279728
KL002Y,032224,032424,4.82,30.1,65.08,13.802978235967927,86.19702176403207,0.6507886610329333,0.5907098873869709,5.94,49.74,44.32,10.668103448275863,89.33189655172414,0.44324596298683944,0.46283746599789305
NF018B,102824,020425,7.68,57.56,34.76,11.771919068056405,88.22808093194358,0.34764435586558157,0.16232076620716382,10.46,66.45,23.08,13.600312053049022,86.39968794695099,0.2308117062396466,0.16580894533406956
HF013Y,070224,080124,16.59,72.48,10.93,18.62579993263725,81.37420006736275,0.10933202827855118,0.012309361817572492,17.66,66.72,15.62,20.929130125622187,79.07086987437782,0.1561544756540785,0.04127855200134787
NM016Y,102924,020525,9.19,31.08,59.73,22.820958529923022,77.17904147007698,0.5973221865426493,0.3887627800538885,18.6,24.05,57.35,43.61078546307151,56.38921453692848,0.5734908862814553,0.14438048852483212
KL006Y,032224,032424,7.41,60.51,32.08,10.909893992932862,89.09010600706713,0.3208079288764739,0.25516370766296903,4.75,70.67,24.58,6.298064173959162,93.70193582604084,0.2458128599355418,0.23397791514767263
EB009B,032524,041724,8.1,29.2,62.71,21.715817694369974,78.28418230563004,0.6270557078302097,0.5618749537002741,17.37,75.22,7.41,18.76012528350794,81.23987471649205,0.074094452086199,0.01570588970864074
NM006B,102824,020425,10.49,37.61,51.9,21.808731808731807,78.1912681912682,0.5190161547464359,0.3184687548957268,15.09,53.59,31.33,21.97146185206756,78.02853814793244,0.3132524626048887,0.15509850419554908
KM010Y,011025,011625,18.23,48.99,32.77,27.119904790241,72.880095209759,0.3277130247821659,0.22663799932103654,11.59,59.71,28.71,16.255259467040673,83.74474053295933,0.2870522897350214,0.0673153857015108
NF017R,102824,020425,5.6,46.05,48.34,10.842207163601161,89.15779283639883,0.48342566943674975,0.3341735918744229,17.91,37.77,44.31,32.165948275862064,67.83405172413794,0.443116503968616,0.32779855852568196
EB029Y,032724,040124,8.64,36.26,55.11,19.242761692650337,80.75723830734967,0.5510646112120842,0.4309203401482263,23.12,62.2,14.69,27.097984060009377,72.90201593999062,0.14687471062135382,0.016538568385961662
KL006G,032224,032424,4.84,36.02,59.14,11.845325501713166,88.15467449828685,0.5914069003792434,0.5315511978540376,4.62,45.29,50.09,9.256661991584854,90.74333800841515,0.500905149826116,0.49007908151112384
KM009G,011425,012325,13.62,65.35,21.03,17.247055843991387,82.7529441560086,0.2103197346254711,0.046735789089772314,9.76,70.59,19.66,12.146857498444305,87.8531425015557,0.19655527081916915,0.22566811359238534
KL007G,032224,032824,3.09,53.87,43.04,5.4248595505617985,94.57514044943821,0.43037962971530086,0.7792633166480075,7.35,41.3,51.35,15.107913669064748,84.89208633093524,0.5134788581895894,0.4531216608151427
NM025B,120924,031725,13.22,50.16,36.63,20.85831492584412,79.14168507415589,0.36625188720596114,0.06039059075634345,22.13,49.97,27.9,30.693481276005546,69.30651872399446,0.27899681317222147,0.051354401805869074
KM016Y,011025,011625,19.75,45.36,34.88,30.333282137920442,69.66671786207955,0.34883835038394545,0.10303967027305512,0.0,58.33,41.67,0.0,100.0,0.4166666666666667,1.0
HF010B,060524,070324,16.31,65.46,18.23,19.946190534425828,80.05380946557416,0.18232705444769742,0.023670109926531513,7.39,69.9,22.71,9.561392159399663,90.43860784060034,0.22713689299055154,0.054163920017578554
KL001Y,032224,032424,0.8,18.48,80.72,4.149377593360995,95.85062240663899,0.8072126415513285,0.7579564799052624,1.48,15.88,82.63,8.525345622119817,91.4746543778802,0.8263294135049183,0.8194955994379114
KL002G,032224,032424,4.04,34.58,61.38,10.46090108751942,89.53909891248058,0.6137526478735539,0.40472543588072346,4.64,68.58,26.78,6.337066375307293,93.6629336246927,0.2678478374153205,0.23769324300851138
NM024R,121124,011525,13.92,71.83,14.25,16.233236151603496,83.7667638483965,0.1424837803052192,0.029156050537154265,10.21,59.5,30.29,14.646392196241573,85.35360780375841,0.30286049278410954,0.12788592513405866
EB001,032624,032624,12.7,56.92,30.38,18.241884515943692,81.7581154840563,0.30380869661633986,0.1970321364551956,12.7,56.92,30.38,18.241884515943692,81.7581154840563,0.30380869661633986,0.1970321364551956
EB022G,032724,040124,7.76,61.77,30.47,11.160650079102545,88.83934992089746,0.30468703707361394,0.143554089553418,16.1,78.15,5.75,17.082228116710876,82.91777188328912,0.05751302257245893,0.0013356484573260317
HF004Y,051624,061024,14.75,72.01,13.24,17.000922083909632,82.99907791609037,0.13237942122186494,0.03573954983922829,11.82,81.0,7.18,12.734324499030384,87.26567550096964,0.07183542348798419,0.01845925742880089
NF007R,121124,011625,9.43,58.64,31.93,13.853386220067579,86.14661377993244,0.319250863039746,0.05839133083497942,49.28,24.11,26.61,67.14811282191035,32.851887178089655,0.2661274374085354,0.21173318039789582
NF021R,121824,012125,8.35,70.73,20.92,10.558927668184118,89.44107233181589,0.20920536864412648,0.2631688297297672,52.87,25.56,21.57,67.41042968251945,32.58957031748056,0.21569317382125264,0.1513752052545156
EB031R,032724,040124,7.58,45.8,46.62,14.200074934432372,85.79992506556763,0.46615505515508426,0.31749342698863914,30.86,60.46,8.68,33.79325448970653,66.20674551029347,0.08678836776802154,0.008928654040100297
KL008G,032224,032824,4.27,38.66,57.07,9.946424411833217,90.0535755881668,0.570720912575693,0.565832114220107,10.39,54.11,35.51,16.108527131782946,83.89147286821705,0.355094195814624,0.4260600135867314
EB005,032724,032724,7.95,67.22,24.84,10.576027670613277,89.42397232938673,0.24836063949917783,0.33210174931156766,7.95,67.22,24.84,10.576027670613277,89.42397232938673,0.24836063949917783,0.33210174931156766
KL001B,032224,032424,0.99,15.57,83.44,5.978260869565218,94.0217391304348,0.8344060488658377,0.7656272782186674,3.19,16.15,80.66,16.494312306101342,83.50568769389865,0.8065657982776111,0.8131380717014526
NM027Y,121124,031725,12.01,72.92,15.07,14.141057341339923,85.85894265866007,0.15074432721491546,0.024885361783757505,54.68,16.9,28.42,76.3900530874546,23.6099469125454,0.2841734873403197,0.10845508554527142
KM015G,010925,012125,6.46,77.5,16.05,7.694140066698428,92.30585993330158,0.16046800804763733,0.6534036285700853,11.16,53.9,34.94,17.153396864432832,82.84660313556716,0.34939229755454676,0.18892956509005712
NF022Y,121124,031725,10.16,46.41,43.43,17.9600494961994,82.03995050380061,0.43432963279248504,0.184133219470538,6.95,48.01,45.04,12.645560407569143,87.35443959243085,0.4503607862652401,0.25678029360537447
EB015,032824,032824,7.38,47.66,44.96,13.408430232558139,86.59156976744185,0.449609031601351,0.31464396428075697,7.38,47.66,44.96,13.408430232558139,86.59156976744185,0.449609031601351,0.31464396428075697
NM013G,102924,020425,8.98,51.56,39.46,14.833168153287083,85.16683184671291,0.39458991321011994,0.21376844975953121,14.09,46.33,39.58,23.320092684541542,76.67990731545845,0.39582610305175725,0.10626778649267717
NF005R,110724,110724,11.75,54.04,34.21,17.859857121143033,82.14014287885698,0.34210934728627174,0.1489890031926215,11.75,54.04,34.21,17.859857121143033,82.14014287885698,0.34210934728627174,0.1489890031926215
EB001R,032524,041724,10.06,34.45,55.49,22.60166254774208,77.39833745225792,0.5548518506731167,0.42236084147544634,20.26,73.22,6.53,21.67308515190415,78.32691484809584,0.06526726791867246,0.0015684834933798316
NM028R,110624,020525,0.0,100.0,0.0,0.0,100.0,0.0,0.0,53.2,38.16,8.64,58.23117338003503,41.76882661996497,0.0863812223566238,0.012206945585831817
NM003G,102524,020325,14.46,57.4,28.15,20.122460339549125,79.87753966045088,0.2814737139284922,0.17069309725947288,36.46,52.31,11.23,41.07243438098456,58.92756561901543,0.11229740159506046,0.0021546179572935428
EB003,032624,032724,0.0,62.16,37.84,0.0,100.0,0.3783783783783784,1.0,7.23,50.19,42.58,12.591431556948798,87.4085684430512,0.42579115975038423,0.5054256245023424
NM004B,102824,020325,6.04,63.1,30.86,8.735898177610645,91.26410182238935,0.3085553997194951,0.1847364730198568,12.88,57.61,29.51,18.272095332671302,81.7279046673287,0.2951114146167664,0.06564629384955686
KM013R,010925,011525,17.41,72.21,10.38,19.426467306404824,80.57353269359518,0.10377682176885111,0.15197022882630842,14.47,72.84,12.69,16.573130225632802,83.42686977436719,0.12692730850882494,0.1740969736413928
NF019R,102824,020425,6.43,28.68,64.89,18.31387069211051,81.68612930788949,0.6489488408165527,0.45513299910441424,13.63,50.2,36.17,21.35359548801504,78.64640451198495,0.36174062713771876,0.14762671845002978
EB034,032724,040124,10.44,69.51,20.05,13.058161350844276,86.94183864915573,0.20048202252717526,0.0661305395701146,24.08,67.6,8.32,26.2652705061082,73.73472949389179,0.08322120752340328,0.0021757178437491055
EB024G,032724,040124,8.38,68.93,22.68,10.839477428534472,89.16052257146553,0.22684993042162058,0.10319572276067479,13.3,81.37,5.34,14.048801098552868,85.95119890144713,0.053397455786534286,0.006112317716413279
KL007R,032224,032824,4.68,68.16,27.16,6.425041186161449,93.57495881383853,0.2715890934807093,0.22839781031457085,5.62,38.68,55.7,12.686230248306998,87.313769751693,0.5569789959779532,0.2819305824519589
NM012Y,121224,010725,25.16,42.9,31.94,36.96738172200999,63.032618277990004,0.31937867659464386,0.0676099744677022,27.33,63.33,9.33,30.145598941098612,69.85440105890139,0.09334200119183055,0.004916300991386315
EB030G,040924,040924,10.54,84.24,5.22,11.120489554758386,88.8795104452416,0.052170579214344696,0.001386103574377728,10.54,84.24,5.22,11.120489554758386,88.8795104452416,0.052170579214344696,0.001386103574377728
EB027Y,032724,040824,7.05,56.09,36.86,11.165663604687994,88.83433639531201,0.3686160786209119,0.3773254105895621,13.2,80.51,6.29,14.086010030946536,85.91398996905346,0.06292429870628923,0.004699308313052389
NM004Y,102824,020325,6.32,41.11,52.57,13.324899852414084,86.67510014758591,0.5257077954457311,0.32983360112286925,28.93,53.95,17.12,34.905888030888036,65.09411196911198,0.17123928640394528,0.01403722464015686
NM002B,102524,020325,11.49,51.93,36.58,18.117313150425733,81.88268684957426,0.3658354020200489,0.2726213261071422,25.32,45.24,29.44,35.8843537414966,64.1156462585034,0.29443166712383684,0.09562593631970966
NM003R,102524,020325,6.01,26.6,67.38,18.429929469487888,81.57007053051211,0.6738375778553676,0.4579958342976163,11.19,51.83,36.98,17.75626785147572,82.24373214852429,0.36976979875488636,0.1391181249296205
NM027B,121224,031725,6.14,57.12,36.74,9.705975339867216,90.29402466013279,0.36742400303355877,0.11811919357896733,20.99,70.83,8.18,22.85994336745807,77.14005663254193,0.08184675935391536,0.006683193620936414
EB004G,032524,043024,9.8,52.5,37.7,15.730337078651688,84.26966292134833,0.3769772521843929,0.2065569448629105,20.17,68.64,11.19,22.71140637315618,77.28859362684382,0.1119294673223144,0.01328986417693824
KL003G,032224,032524,2.22,57.54,40.23,3.7148594377510045,96.285140562249,0.4023486939021101,0.48052783368259433,3.0,22.23,74.76,11.890606420927467,88.10939357907253,0.7476357076477341,0.737057890996556
NF029G,110124,112024,5.76,29.58,64.67,16.298811544991512,83.70118845500849,0.6466900563198227,0.49891976733450283,3.26,80.29,16.45,3.901855176540993,96.098144823459,0.16451421530598276,0.24639863703433273
KL005B,032224,032424,1.24,17.57,81.18,6.59223817118554,93.40776182881447,0.8118416911941653,0.7108161640843376,2.58,18.11,79.31,12.469792170130498,87.53020782986951,0.7930699578639094,0.7001314885096973
NM005G,102824,020325,5.41,21.91,72.67,19.80234260614934,80.19765739385066,0.7267085899752886,0.5764854497842363,11.21,50.48,38.31,18.171502674663643,81.82849732533636,0.3831469558341805,0.16715237772506494
KL008B,032224,032824,4.13,30.25,65.62,12.012798138452588,87.9872018615474,0.6561510984434862,0.6437323018267291,5.64,54.67,39.7,9.351682971314872,90.64831702868513,0.39698300301963424,0.43096377757558973
NM024G,121124,011525,10.6,57.93,31.47,15.467678389026704,84.5323216109733,0.3147374579891962,0.18424884002558067,26.38,58.86,14.76,30.94791177850774,69.05208822149226,0.14755953857603574,0.04034358719920615
NF033B,121224,011625,10.3,55.35,34.35,15.689261233815689,84.3107387661843,0.3435429125585906,0.15495393567156943,31.11,42.1,26.79,42.49419478213358,57.50580521786641,0.26786525184189797,0.14349659422640285
EB030,032724,040124,12.42,45.05,42.54,21.611275448059857,78.38872455194014,0.4253937117160464,0.2184799304180469,12.63,76.49,10.89,14.171903052064636,85.82809694793538,0.108879555723641,0.011843388602480145
EB006,032724,032724,7.09,69.05,23.86,9.311794063567111,90.68820593643288,0.23856596084478343,0.14805738359445988,7.09,69.05,23.86,9.311794063567111,90.68820593643288,0.23856596084478343,0.14805738359445988
NM034B,012825,030425,0.0,92.67,7.33,0.0,100.0,0.07328341564441612,0.018846582762466146,11.33,58.0,30.68,16.342131833261213,83.6578681667388,0.3067622662730212,0.11879656966118375
EB005Y,032524,040224,4.12,84.47,11.4,4.6506377694999435,95.34936223050006,0.11403142534190079,0.4266148002566165,23.78,67.24,8.98,26.12612612612613,73.87387387387388,0.08979629651075263,0.010746835589628377
EB004,032624,032724,0.0,92.92,7.08,0.0,100.0,0.07076923076923076,0.009230769230769232,12.08,64.53,23.39,15.768176478266547,84.23182352173346,0.23393773266904969,0.21995443853832905
NF033R,121224,011625,14.18,43.68,42.14,24.50743173176633,75.49256826823367,0.42142351394180516,0.16771750002809716,4.8,25.05,70.15,16.08040201005025,83.91959798994975,0.7014655007068217,0.669200332454838
NF023R,030425,031825,8.03,53.67,38.3,13.014586709886547,86.98541329011346,0.38298021936814475,0.23729727196025124,15.41,48.13,36.46,24.25243940824677,75.74756059175323,0.3646434432738631,0.11026258669066652
NM034R,012825,031425,17.36,64.4,18.24,21.232876712328768,78.76712328767124,0.18240789647431666,0.008847220388221312,4.22,66.25,29.53,5.988363842769973,94.01163615723003,0.2953160514829947,0.10804177764143182
NF032B,110424,020325,8.16,40.9,50.94,16.63269465960049,83.3673053403995,0.5094492614741032,0.4364536014079446,11.11,58.56,30.33,15.946605425577722,84.05339457442228,0.3032917105907856,0.19135573339668305
EB018G,032524,040824,8.02,52.55,39.43,13.240878322601949,86.75912167739806,0.39429946326115123,0.21454747362576346,11.85,78.73,9.42,13.082358136453964,86.91764186354605,0.09417782458251843,0.006705495497431709
NF031G,110424,020325,4.18,26.26,69.56,13.731931668856767,86.26806833114323,0.6955836688811285,0.6830432418984788,19.35,48.53,32.13,28.506187389510906,71.4938126104891,0.32125837419711306,0.17520201671386146
KL008R,032224,032824,4.87,72.38,22.75,6.3042071197411005,93.69579288025889,0.22749578711505342,0.17549675006018406,6.51,64.58,28.91,9.157406104937403,90.84259389506258,0.28906654822710787,0.33775631060774297
KM015R,010925,012225,17.1,60.19,22.71,22.124466295769185,77.87553370423083,0.22708126585070018,0.053897893924357704,12.06,73.12,14.81,14.158253111058933,85.84174688894106,0.14814759463781327,0.20543093270365997
NF029R,110124,112524,6.39,42.78,50.83,12.995729103111653,87.00427089688834,0.5082661011479416,0.33930201466045823,7.07,42.57,50.36,14.242546333601936,85.75745366639806,0.50355314720717,0.24879530497065608
KL006B,032224,032424,9.55,59.41,31.05,13.848607888631093,86.1513921113689,0.3104618222544305,0.19691679293761116,5.51,75.78,18.71,6.778201500799605,93.22179849920039,0.18707935514164972,0.14978869932696823
HF014G,070224,080124,17.75,69.31,12.94,20.388237996783825,79.61176200321617,0.12938787659728276,0.042268194671826166,15.95,65.47,18.58,19.58978138049619,80.41021861950381,0.18581542366662457,0.09052577127355625
EB018,032824,032824,6.5,83.49,10.01,7.22302478053117,92.77697521946882,0.10005926145412793,0.13600503722360088,6.5,83.49,10.01,7.22302478053117,92.77697521946882,0.10005926145412793,0.13600503722360088
NM006Y,102824,020425,9.34,40.0,50.66,18.92987434130523,81.07012565869476,0.5066483475951609,0.47634811153732665,23.74,50.05,26.21,32.172381081447355,67.82761891855266,0.2620630545067062,0.018300169102828417
NM008B,110724,110724,7.01,50.26,42.73,12.240265409463943,87.75973459053607,0.4272930896833141,0.1559921937372483,7.01,50.26,42.73,12.240265409463943,87.75973459053607,0.4272930896833141,0.1559921937372483
NM001G,102524,020325,7.35,23.7,68.95,23.67149758454106,76.32850241545894,0.6894802847552653,0.5434694404485264,22.96,58.97,18.07,28.023922860978885,71.97607713902111,0.1806853582554517,0.027172031844929043
KL004B,032224,032724,5.19,52.87,41.94,8.939028591112644,91.06097140888735,0.4193515575333757,0.3799872854418309,8.82,73.0,18.18,10.779760449767785,89.22023955023222,0.18175974590690816,0.2545090180360721
NF020Y,102824,020425,6.37,29.0,64.63,18.00961266610122,81.9903873338988,0.6462707513895813,0.578352076523923,6.42,32.16,61.42,16.640746500777606,83.35925349922239,0.6142300772086455,0.41052679527182456
NF017G,102824,020425,9.31,60.63,30.07,13.311409779811267,86.68859022018874,0.3006828045667739,0.13426646885913585,18.49,52.56,28.95,26.023926812104154,73.97607318789585,0.2894950103035495,0.1939382713190859
HF012B,061024,062424,13.91,67.95,18.14,16.992426093330078,83.00757390666993,0.18144722524483134,0.020427341972499753,4.63,65.41,29.96,6.610508280982296,93.38949171901771,0.2996331056622934,0.076024110199335
EB033B,032724,040124,6.03,31.46,62.51,16.08428914377167,83.91571085622832,0.6250971610467484,0.48176148351038234,24.3,68.91,6.78,26.070164145477953,73.92983585452205,0.06784284353703755,0.0036986694036820252
EB015R,032724,040424,8.51,36.25,55.24,19.012511170688114,80.9874888293119,0.5524319129076677,0.3665474507194544,29.01,59.98,11.01,32.5991684458928,67.4008315541072,0.1101149647377065,0.009718867742247126
KL003B,032224,032524,4.21,56.66,39.13,6.9163791687202245,93.08362083127977,0.39130193290379917,0.47680145152928977,5.32,27.49,67.19,16.21456872904602,83.78543127095396,0.6719462978360948,0.6292360421018476
HF006G,051624,062424,23.42,60.82,15.76,27.801519468186136,72.19848053181386,0.15761791788974225,0.04498773573525273,16.12,64.14,19.74,20.08472464490406,79.91527535509594,0.19741945984068285,0.11275170212573578
